Comment Number,Comment Text
1971,20! the oldest video on yt turned 20 a few days ago :)
1972,Who is here in May 2025?
1973,Alguien en 2025🎉🎉🎉
1974,"2025 Yerevan,Armenia 🇦🇲🇦🇲"
1975,This video will never be forgotten and will always remain the core of YouTube’s history
1976,Baseball huh?
1977,Happy birthday for first video on YouTube channel.have a nice day brooo😘😁🥳
1978,20 years ago Thats Crazy 😮😮
1979,"I can’t believe this site is TWENTY YEARS OLD. TWO DECADES of YouTube. God, I feel old."
1980,This man is an absolute legend still ❤ing and liking comments for 20 years !!! BTW thank you guys for 56 subscribers!!!!!!!❤❤❤❤❤😃😃😃😃
1981,il est vivant ? Bonjour hyn 🤷‍♀️
1982,"We got jawad comeback before gt6, he commented in his own video after 20 years 😭😂."
1983,"Happy birthday, the first video"
1984,This video is now 20 years old!!
1985,Hello Youtube
1986,Nostalgiaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa 🗣️🔥
1987,Hello
1988,Wow this video is 1 year older than me
1989,20 Years🎉🎉🎉
1990,20 years is crazy
1991,"seeing 20 years old on a video is actually insane I never thought I'd see that ever growing up, now I just feel old"
1992,Happy 20 years of YouTube!
1993,"Just seen this mentioned on Modern Marvels, had to come and check it out.  There can only be one ""first"""
1994,20 years 20ans 20 anos
1995,Highest level grand illegal war
1996,Illegal war
1997,happy 20 years of youtube
1998,Highest level grand illegal war
1999,Illegal war
2000,Illegal war
2001,Illegal war
2002,Illegal war
2003,Omg its crazy happy birthday 20ans ❤❤🎉🎉🎉
2004,"Oh, first video on yt... Expected it to be yt tbf"
2005,20 years bro
2006,Happy 20 years bro ❤
2007,this video is 1 year away from being allowed to drink
2008,Whos is hear in 2027
2009,me at 1960
2010,Thanks for posting this video now YOUTUBE is awesome because you started it❤
2011,🎉🎉🎉🎉🎉🎉🎉
2012,Please make new video
2013,you should post more jawed tbh
2014,"Ya pasaron 20 años bro,¡20 años!"
2015,2025 den selam
2016,"20 years, half my life ago.."
2017,20 years of YouTube is epic. It's basically a monumental part of human history now. 😂
2018,It has been 20 years since the release of this video. I'm so old. 🥲
2019,Plz help me i need money 🙏🙏🙏🙏
2020,Who is watching this video in May 2025?😊
2021,2025
2022,Happy 20th birthday YouTube and Me at the zoo
2023,Just commenting here
2024,Hay bro ❤️
2025,Hi old
2026,سبحان  الله  والحمد  لله  ولا إله إلا الله  والله أكبر
2027,Happy 20 years youtube  ❤❤
2028,Ts is so kevin
2029,Enserio ase 20 años!
2030,"Me at the zoo 24 April 2005
24 April 2010 5 Age🥳
24 April 2015 10 Age🥳
24 April 2020 15 Age🥳
24 April 2025 20 Age🥳
24 April 2030 25 Age⏳
24 April 2035 30 Age⏳
24 April 2045 40 Age⏳
24 April 2055 50 Age⏳"
2031,Who is in 2025👇🏼
2032,20 years ago.
2033,20 years be proud on jawed ❤
2034,@jawed
2035,1st video ever is really cool wow
2036,Ive been waiting for more zoo content from jawed more than gta6 fans are waiting
2037,Co to za koleś i dlaczego mam to na głównej w 2025? 😂
2038,Hola bro felicidades son 20 años😊
2039,I don't believe it I remember this video is 20 years old I remember him being 14-16 and now he's 20 it's like raising a child
2040,"The elephants are creepy, I ain't getting in the enclosure i will just run to Mexico"
2041,"الفيديو قبل 20 سنة😮 
اول فيديو على اليوتيوب"
2042,BRO is probably a growing man by now
2043,Wow it has been 20 years
2044,🥲🥲🥲💔💔💔
2045,I'm still amazed by this video😌
2046,Imagine remembering that under this video was writen 1 day Ago instead of 20 years🥲
2047,20 years ago. It’s crazy how this is still around.
2048,Best video ever
2049,"“I AM AN OLD MAN; IT’S A CURSE, I AM AN OLD MAN!”"
2050,Hi
2051,Dang if only we could get a me at the zoo part two
2052,المقطع قبل لا اجي للدنيا😂😭
2053,Bro the fact im 9 and seeing '20' years ago is crazy and this vid was made 1 day before my birthay not birth*
2054,Hi
2055,Alguém viu esse vídeo em 2025?
2056,What?
2057,How u remembering ur password till now?  😮
2058,Haha the video is very high quality
2059,I wonder if the same elephants are still at that zoo...
2060,Epic
2061,"Imagine him recreating that video, would be so iconic"
2062,ليحمي الله طبيبين امين
2063,عام 2025 ♥️🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸
2064,20 years is to crazy
2065,20 years is lowkey crazy
2066,😮
2067,Greetings from the future (from Russia)
2068,"Hi man cant believe ur still on yt, u should make a video, HAPPY 20 YEARS OF YOUTUBE"
2069,THE FIRST VIDEO OF YOUTUBE
2070,20 Years Is amazing
2071,Happy 20th Anniversary YouTube!!!🥰🥳😌
2072,Someone can explain
2073,21 years ago 11 months from now
2074,اعلوج اعلوج شلع كلبي علوج علوج
2075,❤❤hi
2076,"I see many comments rightfully declaring this video history, so let me tell you a fun fact. Back in 2016, during the Rischiatutto modern revival (Rischiatutto was basically the Italian version of Jeopardy), one of the questions about the category modern history was about this video. More specifically, they showed this video and the question was if they knew why it was important, with the answer obviously being because it was the first ever YT video."
2077,Anybody here in 2025
2078,Xd
2079,"Anyone 2025,May?
Happy 20 years🎉"
2080,Congratulations YouTube on 20 incredible years! 🎉🎉🎉🎉🎉♥️♥️♥️♥️♥️♥️
2081,"Oh, so I'm not the only one commenting today."
2082,I was an embryo when this was uploaded
2083,It is first video in the World ❤😮
2084,Happy 20 years jawed hope you have a good life
2085,I am Here .. 20 years later😅😘
2086,This is the longest video on youtube 😆
2087,Is he still alive?
2088,Anyone in 3125?
2089,Were is he now?
2090,Anyone in 2025?
2091,20 years ago is crazy
2092,YOUTUBE'S 21th BİRTHDAY PARTY!!!!!
2093,😮
2094,Feliz 20 aniversario You tube
2095,2025?
2096,My God!! 20 years! Can't believe this we finally made it that long😌😌
2097,Over 20 years ago?
2098,มีคนคอมเม้นทุกวันเลย
2099,20 years is alot of time ago
2100,"20 years later, we can still see this video up in youtube."
2101,Oh my God😢😢
2102,Abi şu an 2025 senesinde ve sen 2005'te çekmişsin bu videoyu YouTube'u sen mi açtın😮😮😮😮😮😮😮😮 İnşallah'te cafe verirsin inşallah hala yaşıyorsun dur
2103,Bro my brother was born but I wasn’t born yet
2104,I am the newest
2105,Anyone in 2025😊
2106,Happy happy 20 years of you tube
2107,Ff
2108,❤❤❤❤
2109,"Hi, can I get a pin?"
2110,Senin youtubenin kurucusu olduğunu biliyorum reklamlardan bıkııım ama yinede sizi ve ekibinizi çok seviyorum youtube çok iyiiii❤❤❤
2111,Bhai abhi bhi jinda hai kya..??😊
2112,Happy 20 years ❤
2113,"Seeing ""20 years ago"" on this video, when i remember 7 years is crazy"
2114,❤
2115,here i am I found the first video ever we honour u
2116,You make in 1975
2117,Anyone in 2025 ??? 😅
2118,People in 2025
2119,"দোয়া করি আপনি আবার ফিরে আসুন, আমরা অনেক আনন্দিত হবো 🎉🎉🎉🎉🎉🎉🎉"
2120,GUYS WHO WATH THIS IN 2025. AFTER 20 YEAR I M HERE😊😊😊😊😊
2121,مين بحث اول فيديو على اليوتيوب 😂
2122,Mai q khush ho rha hu bhai😅
2123,Now 20 years old
2124,RCB🔥🔥🔥❤️🎉❤
2125,😂🎉👍
2126,"Seeing ""20 years ago"" on a YouTube video makes me feel a certain type of way"
2127,20 years ago
2128,❤
2129,20 años dios mio
2130,কিরে
2131,Coming here feels like going in to my flashback or childhood! ❤
2132,First vid ever!
2133,someday this'll say 30 years later im not ready for that
2134,This deserves the most viwes on yutube
2135,❤❤love
2136,Me looking at a youtube vid that is 20 years old makes me feel something strange in a good way.
2137,This makes sense of recommending this
2138,Jawed pls heart my comment and nice elephants
2139,Happy 20 years of YouTube
2140,انا أشاهد في 4/5/2025
2141,Wow 20 years
2142,thanks for 90 subscriber ❤❤❤🎉🎉🎉
2143,Someone from 2025❤
2144,By
2145,At least video 😊
2146,At least video 😊
2147,At least video 😊
2148,At least video 😊
2149,Pesent your voice 😢
2150,If jawed don't sell youtube to Google I think youtube more better than now
2151,Pesent your voice 😢
2152,Pesent your voice 😢
2153,Pesent your voice 😢
2154,"this 
🥰"
2155,New video 😢
2156,10 million comment is actually crazyyyyyyy
2157,New video 😢
2158,New video 😢
2159,New video 😢
2160,He still alive I think in this video he is 20 year old after 20 years after 1 video hit 395m views wtf 😅
2161,Yoooo
2162,Waos
2163,SO MANY COMMENTS
2164,I am in 2025
2165,"Look what they do to my boy, full of ads now"
2166,Bro you first youtuber ❤
2167,Ahm
2168,"I remember when it was 13 years ago, but now seeing turning 20 already is special 🥹"
2169,Donde comenzó todo
2170,Hi
2171,GYATTT
2172,2025 may people 😮
2173,Why you don't make videos
2174,Who’s here in 3097
2175,20 years of YouTube
2176,Happy 20 Years of YouTube❤
2177,"Dear jawed,
Your first video, is awesome
and i have to say,
you should upload videos again. 
- Henry"
2178,Sab to sab
2179,Post another video
2180,It was the start of the youtube empire
2181,Ingasu
2182,Falta que comente @youtubelatam
2183,Sewwy (2025)
2184,"My old 20 yer.   
And video  20 yer 😂
Happy 20 yer 
0:06"
2185,"It's true, elephants are really cool! But I wonder, if that is their nose, then why do they drink water through the trunks?"
2186,0:12
2187,Happy 20 years 🎉😊
2188,Anyone 2025
2189,"Feliz aniversário 🎂 20 anos, Jawed!!👏🏻👏🏻"
2190,😮
2191,10 million comment Jawed video . Jawed eternal Aura ❤
2192,Who is here in 2025 😂
2193,Hi
2194,20 years
2195,Happy 20 years on YouTube 🎉🎉
2196,Where are you now????
2197,"Después de 20 años, youtube me recomienda el primer video de la historia de youtube"
2198,FIRST EVER YT VID
2199,Hiii
2200,Hi
2201,S
2202,"20 years ago, Wow, THIS IS YOUTUBE'S HISTORY YALL."
2203,Sou do brasil
2204,soy el hermana de jawed
2205,algien del 2026
2206,First time ever seeing this. ⚡️
2207,Happy 20 years of YouTube!
2208,
2209,Now 0:01
2210,Youtube nostalgia
2211,20 years old now
2212,20 years complete
2213,"Mark my words: one day, I will buy your channel."
2214,Bro you created a bestt app i also want to be little bit famous🥲. Love from my side to you @jawed 💗📸
2215,Omg jawad you’re still alive omg!
2216,Thank you ❤
2217,Happy birthday first video on YouTube
2218,2025 pepole
2219,Crazy that this is the first video that hit 20 years !! HAPPY BIRTHDAY YOUTUBE 🎉
2220,Youtube par upload karo video ❤
2221,First video ever
2222,20 years ago 😢
2223,2025 🙌
2224,"I thought it wouldn't be there, but it is!!!!"
2225,But watch out for the tripod aliens
2226,Quien diría que esto era un inicio de una era
2227,Cool
2228,0:02
2229,Happy 20 years of YouTube ❤
2230,Happy 20 years youtube
2231,🎉🎉🎉
2232,20 років тому...
2233,Free palestine 🇵🇸🇵🇸🇵🇸
2234,Good ol elon! 😊
2235,2025🎉🎉
2236,Eres historia
2237,panel
2238,Bro comeback plz 😢
2239,Bro his microphone from 20 years ago still sounds better than mine
2240,This guy being verified is literally the obama medal meme
2241,"""The fact that just one video gained this many subscribers, views, comments, and likes—and continues to attract more views over time—is incredible."""
2242,anyone 2025
2243,Hello people from 20 years ag!
2244,20 years old in a YouTube video is crazy
2245,Assalamualaikum ♥️ javed bhai ♥️
2246,"Who is watching this video in 2025,may4 after 20years later"
2247,happy 20 year anniversary  youtube video ❤
2248,Cambiaste la forma de ver y comunicarte con el mundo
2249,359
2250,Are you alive?
2251,Feliz cumpleaños YouTube ❤❤
2252,Happy 20th year youtubeee!!!1!1!1!1
2253,El vídeo más antiguo 😱
2254,This is crazy that this was the first YouTube video ever
2255,It’s been 20 years of greatness
2256,"Take another video, please"
2257,"You can't film there, that's private property."
2258,this got in my recomended 20 years later lmao
2259,Ek video se 5.45 million subscribers hogatoga agar 5000 video dal diye to fir mrbeast se bhi aage nikal jaega
2260,This is where it began
2261,This video is 20 years old jab main paida bhi nahin aata
2262,yooo I am glad i am the guy to comment the last I hope no one else comments so that I can have the oldest lastest comment i guess ..Thumbs up for me?
2263,Who’s here 2025
2264,Its 20 years already!
2265,where youtube began so proud
2266,20 YEARS!!!!
2267,No way this is the most oldest where are u now it's been 20 fuckin years I'm so shocked
2268,20 ЛЕТ!!!!
2269,The first ever YouTube video happy 20
2270,This is 20 years ago the first in youtube
2271,Happy 20 years old YOUTUBE!!!!! 1/02/2005 ❤❤❤
2272,Happy 20 years!❤❤❤
2273,2025 te izleyenler burdamısınızz.
2274,"CAN THIS COMMENT STILL GET LIKES ?
IN 2025 LETS SEE 👇"
2275,20 years ago 😮😮
2276,Anyone attend 2025🙌🏻
2277,Hello❤
2278,2025😂
2279,Старое
2280,2025 y
2281,❤❤❤❤
2282,still active?
2283,"Somehow, YouTube recommended this video to me 20 years after the creation of the platform. But, happy 20 years, YouTube!"
2284,Wow 20 tahun
2285,Happy 20 year anniversary
2286,10 million plus comments? Well son of a gunderson!!!!
2287,A part of Internet history
2288,ARE U DED NOOOOOOOOOO CANT U MAKE ATHOR VIDS PLEASE
2289,“20 years ago” on a yt video is crazy
2290,Hay 2025😢
2291,Um
2292,This guy aploud first one YouTube 🤯
2293,20 yr old first video on YouTube
2294,"Happy 20 Birthday, Me at the zoo and YouTube!"
2295,Who created YouTube??😮
2296,Hello
2297,الي يشوف تعليقي يرد 😂
2298,مين هنا منه 2025 شهر 5 يوم 4؟
2299,Happy 20th anniversary ❤❤❤
2300,Dang who's here in 2025 LoL am 15
2301,bro cooked!
2302,Oh my god 20😮
2303,I have come here from the video that Cody Hales uploaded 10 days ago.
2304,May 2025
2305,🎉🎉🎉20
2306,"i literally searched for this video when it was showing 11 years ago and now it shows 20 years ago 
( like what I am just 16 years old bruhhhh......)"
2307,Wow
2308,🎉
2309,It feels so weird to be watching the very first YouTube video in like 2025!
2310,"wow, its 20 years old... how time flies..."
2311,It is 2025 now
2312,Happy birthday to the 20th anniversary YouTube 🥳
2313,20 year anniversary
2314,2025 🎉
2315,Hii first video on YouTube 😂 ❤❤❤❤ best iam from India
2316,He must be like 30-40 damnnn
2317,20 ANOS DO PRIMEIRO VÍDEO!!!
2318,"And 20 years later, elephants still have really, really long trunks. Makes you think"
2319,20 years
2320,2025 anyone?➡️
2321,"Este vídeo me salió en recomendado, le tome una captura porque no me lo podía creer que el primer vídeo de YouTube me salga al principio"
2322,I'm here in 04-05-2025
2323,the video is older than me lol
2324,20 YEARS!!!!!
2325,Hᴇʏ Jᴀᴡᴇᴅ 10 Dᴀʏ ᴀɢᴏ ʏᴏᴜ 4 Mᴀʏ 2025
2326,20 years ago but I'm 17 years 😮😮😮😮
2327,2025
2328,مين جاي من 2025
2329,wow
2330,20 years ago...
2331,Happy 20th anniversary of this video
2332,Hi
2333,"Legendary video, finally 20 YEARS!!!"
2334,Here we are. Big 20.
2335,CAN YOU POST AGAIN FOR 20TH??!
2336,20 years ago is crazy ngl 😭
2337,"Hey jawed,  when are you going to post a New vídeo?"
2338,This is how you.know you're old when you remember when this had a few thousand views. 😂
2339,Hi
2340,❤❤❤
2341,2025🎉
2342,bruh
2343,20 years is crazy😮
2344,2025 gang👇
2345,20 year
2346,20 year
2347,❤❤
2348,Happy 20 year youtube❤
2349,20 years have passed since you tube was made 🎉
2350,Wow 20 years!!!
2351,😮
2352,YouTubeできたの20年も前なのか
2353,2025年見てるやつ⤵︎ ︎
2354,Hey
2355,cool
2356,This guy is still alive!
2357,"I'm quite late, but happy 20 years!"
2358,Das cool
2359,Who to watch from 2025???
2360,Anyone from 2025??
2361,Happy 20 years of YouTube! 🎉❤
2362,😂
2363,"2025
👇"
2364,"2005: YouTube: Broadcast Yourself

2025: Tube Premium"
2365,Ey yo 20 years?!??!!
2366,Кто смотрит в 2025 сюда
2367,20 years ago is absolutely insanee
2368,Hi
2369,❤❤
2370,20years agoooo
2371,Crazy to think that this was the first ever youtube vid
2372,Bro youtube is older than me 😂😂😂😂
2373,359 Million Views wow
2374,La premiere video de youtube…qui est la en 2025 ??
2375,Gua terahir
2376,I'm new
2377,Ема
2378,Are you still alive
2379,"Wow, still in recommended in 2025"
2380,10 minutes
2381,Uauu isso é fantástico e fabuloso
2382,20 years is crazy
2383,Elephant and the First YouTube.
2384,happy 20th year of youtube!
2385,"And youtube started as a dating app, abi your girlfriend told you to record for her😂"
2386,20年ですか...めちゃ長いンゴねぇ
2387,Mei 2025
2388,Bro you need to post more
2389,How are you alive?
2390,This guy made the world happy by making this video!
2391,20주년이라... 좋네
2392,Hi
2393,"""I can't believe it's been 20 years!""
YouTube: It is time..."
2394,This is nicee
2395,20 years🎉
2396,Hello my friend ☺️
2397,20 years is crazy 🎉
2398,I am seeing 20 years ago
2399,Happy 20 years youtube!!!...dang makes me feel old rn....
2400,Comeback when?
2401,Pov: watching this in 2025
2402,Love you jawed bro ❤ Feelings Happy ❤
2403,"Great YouTube is now 20 years old. Congratulations, YouTube.🎉 0:17"
2404,He forgot to say 'SMASH THAT SUBSCRIBE BUTTON' and give a shoutout to warthunder
2405,え？3.5億回再生てﾅﾆ？
2406,"Это алюзия на то, что интернет помнит всë, как и слон."
2407,Alguien del 2025 ?
2408,❤❤
2409,I'm from Brazil😊
2410,"Happy birthday, YouTube! 🎂"
2411,CEO of the YouTube himself why doesn't he post more and if he didn't want to why even post the first video and that even for 19 seconds
2412,Happy 20th Anniversary Jawed 🎉🎉🎉
2413,Number one on YouTube
2414,20 years is insane. Can’t believe it’s been that long since it all started. 2025 anyone?
2415,"You,r first YouTubers"
2416,happy 20 years old
2417,so long ago...
2418,Happy 20 years of good ol’ YouTube ❤
2419,This video never gets old😂
2420,اول فيدو عينو😂😂
2421,この動画を見ている日本人は俺だけ？
2422,Cze
2423,Bet he isn’t short of money.
2424,2025
2425,The flashbacks man
2426,"20 Years Ago was a First Video of YouTube 
At 10 days ago was me at Zoo 2"
2427,Who is 2025 😅
2428,"You, you live for me😮"
2429,20 years!!!!!
2430,That's first YouTube video
2431,I seeing this after 20 years🎉
2432,"Celebrating 20 years of YouTube.
Sorry for late comment."
2433,"The first youtube video

THE QUALITY IS insane"
2434,The fact  bros still hearting comments after 20 years is wild I respect  it
2435,who is here in 2025
2436,"Why you post one video but not 10k 
please come back to YouTube we miss 
you 20 years ago i the first one to
watch your channel
 20 years ago"
2437,2025 GRACIAS POR TU ATENCIÓN
2438,Hi
2439,here we are first video here
2440,Javed is back with us!
2441,20 years times fly
2442,2025 anyone?
2443,This made a history to become first YouTuber ❤
2444,Omg❤ happy 20 years of YouTube❤
2445,Anyone in 2025❤🎉😂
2446,Bro plzzzzzzzzzz😊😊😢😢zzzzzzzzzzzzzzzzzzzzzz one more video my name Adeeb plzzzzzzzz😅😅
2447,Love you jawed kareem❤
2448,❤❤❤
2449,"Wow the oldest video ever and one of the best video ever,you're a youtube legende,respect bro"
2450,Ami 20bosor por dekbo ai comment
2451,Happy 20 year on youtube ❤❤❤
2452,Wow😮
2453,20 years ago!!!❤
2454,Aren’t you died???
2455,Happy 20 year of your youtube
2456,Yes
2457,Hey Jawed
2458,"Whos here in 2025
👇"
2459,Gg of the 20 years in youtube
2460,Watching 2025 !
2461,Wow next 10 years will be ok for YouTube if they can get 100 year anniversary
2462,Happy 20th anniversary
2463,Me at the zoo
2464,❤❤❤❤❤❤🎉🎉
2465,Old video
2466,You beat the new record on youtube!❤
2467,You have to upload video daily please Javed
2468,I love you
2469,Happy 20 years for youtube❤❤
2470,"If I am If I am secured Author, I'm freaked out!!) 😮"
2471,Damn 20 years🎉
2472,I found it
2473,This just popped up in my recommended
2474,Wow the first video
2475,crazy how this video is older than a lot of people here
2476,Still wondering how much money he made off this video 😮
2477,04.05.2025
2478,😮😮 in this time not. Birth me
2479,Nice trunks elephants!
2480,"Searched up the first ever YouTube video, found this, was not disappointed. Happy 20 years of YouTube!"
2481,TapL am a big fan!
2482,Wow 20 years ago🎉🎉🎉
2483,Iam watching this video in 2025😮
2484,"the first time I saw this video it said 13 years ago, now when I saw 20 years I was touched"
2485,The post-credit scene after the end of the world
2486,"You  Should  Come  BACK  To  THAT  ZOO  for  20th  Anniversary  ,     Jawed Karim......."
2487,❤🎉
2488,2025 😢😢❤❤
2489,From here in 2026 😂❤
2490,노무현
2491,2025
2492,This is where it all started 🙌🏻
2493,Happy anniversary its been 20 years love you so much
2494,Anyone in 2025?
2495,now it says 20y ago so… nostalgic
2496,Hey Like my comment
2497,Finally bro's remembered his channel's Password!
2498,この動画から始まってどのくらいの動画が投稿されたのだろ？
2499,This is first video of YouTube I'm right or wrong pls pin me
2500,I was 4 when he uploaded this video haha what an icon
2501,YouTube exist 20 years before GTA 6
2502,When are you going to make an update video
2503,"Jawed, please like my comment if you agree with me!"
2504,Hi Jawed :)
2505,"It's been 20 years since Jawed's video, and it's still up — you're the best, Jawed!
If YouTube stays up forever, this video will go down in history — 100 years, wow!"
2506,hallo aku dari masa depan😊🙏
2507,20 years!
2508,he alive he now 45 years old
2509,Happy birthday!
2510,YAHHOO 20 Years Anniversary
2511,2025?
2512,2025?
2513,ông chủ youtube à
2514,Youtobe firt vedio?🙂
2515,"This was launched back in 2005, im getting this recommended in 2025"
2516,Happy 20 years of YouTube !!!!
2517,yoooooo 2025 it was 20years ago
2518,динаху
2519,Bro can you pin my comment 😢
2520,who is watching in 2025 👇🏻
2521,"wow it is still recommended in 2025 , 20 years later ❤😮😊"
2522,26 oct 2006 🎉 😎
2523,Time is too fast😢😢😢
2524,❤🔥🔥🔥🔥
2525,Anyone 2025
2526,i love you
2527,The best video I saw❤❤❤
2528,It's now 2025❤ and this is still the best first video❤
2529,هلا العالم يحبك❤
2530,Co-founders are so rich that they 5 million subscribers with one video😮
2531,i love you guys
2532,please make a new video thats so cool
2533,عاشت ايدك ❤
2534,The fact there is still so many new comments on this makes shows how impactful YouTube was
2535,"Ur still on the recommended in 2025 …
JAWED THE GOAT"
2536,19 sec🗿☠️
2537,Me at the zoo
2538,Bro is 20 yers ago' the new 2025👍
2539,"Happy 20 Years of Youtube, Jawed!❤"
2540,What the hell
2541,20 Years Ago and 10 Million Comment is Crazy....
2542,T- TWENTY YEARS AGO?!
2543,The first video un youtube
2544,Самое первое видео на ютуб
2545,Wow
2546,Good morning beautiful today
2547,Happy 20 yr
2548,Me at the zoo
2549,Its so nice to see the first ever yt video after 20 years 😊
2550,This was made on my mothers bday!
2551,HELLO.
2552,20 years
2553,Sos
2554,Sos
2555,Sod
2556,20 years later now we have skibidi Tyler
2557,2025
2558,Its Been 20 Years 🎉
2559,Happy 20th birthday YouTube!🥳🎉
2560,2025
2561,Sir legend 😎😎😎✅✅✅
2562,I love elephants who agrees?
2563,*MAKE NEW VIDEO PLEASE . I’M WAITING 20 YEARS*
2564,Wow! 20 Years ago video ❤❤
2565,wow 17m likes you must be popular because the 1st youtube video was filmed here
2566,"""Javed'' are you still alive? Show me a heard drive so I can find out."
2567,Hola soi fan
2568,First
2569,awesome
2570,My name is prak?
2571,Happy 20 years anniversary
2572,I've seen this video atleast once per year throughout 5 - 6 years
2573,不知道這裡找不找的到中文觀眾
2574,How many money behind Vidio is how many money
2575,20 years
2576,❤
2577,happy youtube 20years
2578,😂😂😂😂😂😂😂
2579,2025
2580,HAPPY 20TH BIRTHDAY!🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
2581,4 May 2025
2582,All I'm asking minecraft video
2583,Bro got 5M subs because of this ☠️
2584,I can’t believe the first video on YouTube was that good and popular! 🎉🎉
2585,yoo
2586,impossible!!!
2587,20 years of youtube? This feels almost like home for some people now! Can't believe this got recommended to me!
2588,WHOa here in 2025 🎉🎉🎉
2589,This guy in one video have 350blmilion wies
2590,good afternoon
2591,Congratulations for 20 year old video ❤❤❤
2592,2025?! 😍🥲😂
2593,fresh on this
2594,Here's to another 20 years of success 🍻
2595,anyone here 2025?
2596,Hi bro
2597,Happy birthday
2598,After 20 years 😮😮
2599,"Wow, 20 years! Thats crazy!!!"
2600,20 years ago YouTube was created the first ever video was created  by Jaaved about a man at a zoo the most legendary video of all all YouTube legend this video is celebrating its 20th anniversary of one of the best video sites ever a video that started it all the owner of YouTube in 2006 YouTube was sold to google to Google for $1 million in this video still remains as the best YouTube video ever legendary video of all time. Remember this owner of YouTube you started YouTube Angie YouTube continue with Legacy with Google javed is a legend.
2601,Anyone watch 2025 may
2602,прошло 20 лет…
2603,Kon kon 2025 ma dekh rha ha😮😮
2604,cool
2605,"I guess we should wish a Happy Birthday to YouTube for 20 years of service.
April 23rd, 2005 🎂"
2606,😮😮😮
2607,"""Dear Jawed Karim, your vision and creativity gave the world a platform to connect and share stories. Thank you for inspiring us and creating something truly remarkable."" 🇵🇸 FREE PALESTINE 🇵🇸"
2608,❤❤
2609,The fact that this video is now 2 DECADES OLD is just awesome. This is literally HISTORY.
2610,"""Dear Jawed Karim, congratulations on completing 20 amazing years since your first video on YouTube. Your vision and creativity have shaped a platform that connects billions worldwide. Thank you for inspiring us all!"" 🇵🇸 Free palestine 🇵🇸"
2611,Why tf is this In my yt page? WE ARE IN DAMN 2025 YT.
2612,"Let's see Let's see if Javed will like this video,
on which a comment has been made after 20 years — still waiting.

😊"
2613,I remember when i saw this vid was 14 years ago :'3
2614,Support
2615,Happy anniversary of 20 years!🎉🎉
2616,May 2025 anyone??
2617,Congrats on the 20th anniversary!
2618,Who came here from reels Instagram 2025🙌
2619,HAPPY 20 YEARS YOUTUBE
2620,359 millones de visitas en 20 años? borra la cuenta🗣
2621,20 years!!!
2622,Knowing its a first video on youtube fills you with DETERMINATION
2623,2025
2624,This video is made on my birthday april 🎉🎉🥳
2625,I need to thanks Jawed to make youtube
2626,20 лет. Это прекрасно!
2627,YAŞIYO MU
2628,I can't even believe this is the first video of youtube
2629,🎉🎉🎉
2630,2026
2631,this video is older than me 💀
2632,New jawed comment before GTA VI this is a moment in history
2633,Когда 2 часть??
2634,So old these video
2635,Who is the 1st YouTuber or Video uploder in YouTube ▶️ Jawed Karim  🤓 Me At the zoo 🐘🐼🐯
2636,This is the guy who started it all
2637,Whos in 2025?😂
2638,Happy 20 years old ❤🎉
2639,O zamanlar daha güzeldi
2640,The comments are still so fresh
2641,I'm totally confused when listen story 🥺🤔
2642,"Jawed, your first video Me at the Zoo is iconic! It’s crazy how a simple clip turned into such a massive part of YouTube history. Honestly, we’d love to see more from you—your content always feels genuine and fun. Why don’t you upload more videos? You’ve definitely got an audience waiting! Love From India 🇮🇳❤️"
2643,El primer youtuber de la historia de YouTube
2644,Jawed porque ya no subes mas videos
2645,His face now may change totally😂
2646,이거 보는 한국인 하트 --->
2647,This Is one vídeo of YouTube
2648,Pls make atleast 1 more vid🥲
2649,Tae
2650,Very cool
2651,Увидил свой комментарий спустя  2 года 20 лет
2652,po
2653,Carret cake
2654,"20 years…. Fuck. Like when you think 20 years, how long that really is."
2655,A nilliest what nilliest
2656,Happy YouTube Youtubering birthday
2657,A nilliest
2658,Nllisim
2659,Here we are 20 years!!!
2660,Anyone in 2025 April?
2661,Nilliesem
2662,Nilillest
2663,Happy 20 years and 10 days 🎉 your name is same as my dad javed
2664,Nil🎉
2665,Called
2666,20 years bro 20 fucking years
2667,Ok saw
2668,The secret service
2669,¿Alguien estaba vivo cuando se subió este vídeo?
2670,Scoomer
2671,Brick non brick
2672,Swat is here
2673,imagine being an elephant and having really really long trunks and that is pretty cool and thats is pretty much all there to say
2674,YouTubeは出来てから20年たってるのか、
2675,هذا بعده عايش مو
2676,Sos
2677,Bro what your age now
2678,Sos
2679,20 years ago
2680,Flare gun
2681,Sos
2682,Wow Great 👍
2683,"17 million likes?! oh my god bro, serious?"
2684,"20 years is so interesting to me
It's been so long
So much has changed"
2685,"You Tube's first video is crossed 300+ million views this man make a world record really this man deserve a Diamond 💎 Play ▶ Button Those who agree with me, please like that"
2686,20 years ago is surreal
2687,Bro is still here for 20 yrs?????
2688,2025
2689,Youuuu 20 years its big
2690,"한국인 댓글은 내가 처음일거야.

I'm probably the first Korean comment."
